spc	meanAcc	stdAcc	minAcc	maxAcc
1	69.68	5.73	54.31	82.74
10	86.27	2.32	80.46	91.88
20	89.21	1.74	84.26	92.13
30	90.47	1.55	86.04	93.40
40	91.55	1.51	87.82	94.42
50	92.19	1.53	88.07	95.43
60	92.54	1.57	88.32	96.19
70	93.06	1.39	89.85	95.69
80	93.33	1.30	88.83	95.94
90	93.18	1.64	87.31	96.19
100	93.68	1.56	87.56	95.94
110	93.85	1.42	89.09	96.19
120	93.96	1.39	89.59	96.45
130	94.15	1.30	90.61	96.70
140	93.92	1.38	90.10	95.94
150	94.18	1.25	90.36	96.45
