spc	meanAcc	stdAcc	minAcc	maxAcc
1	80.36	6.25	63.45	91.12
10	91.75	1.84	87.56	94.92
20	94.48	1.28	90.61	96.70
30	95.37	1.08	93.15	97.46
40	95.91	0.90	94.16	98.22
50	96.18	0.95	93.91	98.22
60	96.68	0.81	94.92	98.22
70	96.66	0.93	93.91	97.97
80	96.86	0.88	94.42	98.22
90	96.94	0.62	94.92	97.97
100	97.05	0.77	94.92	98.73
110	97.13	0.72	94.42	98.48
120	97.19	0.60	95.69	98.22
130	97.01	0.70	94.67	98.73
140	97.04	0.67	94.92	98.22
150	97.03	0.74	95.18	98.48
