spc	meanAcc	stdAcc	minAcc	maxAcc
1	84.47	7.63	64.21	93.40
10	93.98	1.33	88.83	96.19
20	94.51	1.17	92.13	97.21
30	95.00	1.09	91.88	97.21
40	95.09	1.19	92.64	97.21
50	95.26	1.04	92.39	97.21
60	95.44	1.08	92.39	97.46
70	95.63	1.03	92.89	97.46
80	95.74	1.02	92.89	97.46
90	95.78	1.02	93.15	97.46
100	95.99	1.03	93.15	97.72
110	95.89	1.03	93.15	97.46
120	95.78	1.01	93.91	97.46
130	95.88	1.02	93.15	97.72
140	95.85	0.98	93.15	97.72
150	95.84	0.97	93.40	97.46
