spc	meanAcc	stdAcc	minAcc	maxAcc
1	81.47	6.54	63.71	89.85
10	91.23	2.64	84.26	95.69
20	94.25	1.37	90.36	96.70
30	95.18	1.23	90.86	97.72
40	95.71	1.13	91.88	97.46
50	96.20	1.05	92.64	98.73
60	96.51	0.86	93.91	98.22
70	96.49	0.84	93.91	97.97
80	96.78	0.99	93.40	98.73
90	97.06	0.94	93.91	98.73
100	97.11	0.97	93.65	98.98
110	97.09	0.93	93.91	98.73
120	97.11	0.98	93.91	98.73
130	96.90	1.05	93.91	98.73
140	96.92	0.96	93.91	98.48
150	96.94	0.95	93.15	98.48
