spc	meanAcc	stdAcc	minAcc	maxAcc
1	73.72	5.91	55.84	82.74
10	89.12	3.06	72.59	93.40
20	91.65	1.77	83.25	94.16
30	92.75	1.54	86.55	95.43
40	93.54	1.47	89.34	96.45
50	93.92	1.28	90.36	95.94
60	94.09	1.44	88.32	96.70
70	94.51	1.30	91.12	97.21
80	94.72	1.32	91.37	97.21
90	95.01	1.25	91.88	97.21
100	95.00	1.19	92.13	96.95
110	95.09	1.15	92.64	97.97
120	95.01	1.21	90.86	97.46
130	94.93	1.13	91.62	97.46
140	94.98	1.09	92.64	96.95
150	95.24	1.23	91.62	98.22
