spc	meanAcc	stdAcc	minAcc	maxAcc
1	79.41	6.79	50.51	90.10
10	91.75	2.01	87.31	95.18
20	93.98	1.38	90.86	96.70
30	95.09	0.90	93.15	96.70
40	95.69	0.86	92.89	97.46
50	95.75	0.85	93.65	97.46
60	96.30	0.82	93.91	98.48
70	96.50	0.73	95.18	97.72
80	96.58	0.83	94.42	97.97
90	96.73	0.70	95.18	98.22
100	96.79	0.83	94.42	97.97
110	96.91	0.76	95.18	98.48
120	96.91	0.69	94.92	98.73
130	96.95	0.60	95.18	98.22
140	96.74	0.69	94.16	97.97
150	96.92	0.73	94.42	98.22
