spc	meanAcc	stdAcc	minAcc	maxAcc
1	40.80	7.09	25.89	60.91
10	54.01	5.29	36.55	61.42
20	55.33	5.93	37.31	66.50
30	55.43	6.01	35.53	65.99
40	56.47	5.23	44.67	66.50
50	56.89	5.72	43.40	68.27
60	56.18	5.65	42.64	67.26
70	56.30	5.56	44.67	67.51
80	57.22	5.47	41.12	68.02
90	57.62	6.01	44.16	69.54
100	57.19	6.14	41.12	69.29
110	58.20	6.30	43.65	70.30
120	58.42	6.20	42.13	72.34
130	58.27	6.53	43.40	72.08
140	58.91	6.74	42.13	71.32
150	58.70	6.96	42.64	72.84
