spc	meanAcc	stdAcc	minAcc	maxAcc
1	65.33	6.96	48.48	78.17
10	84.88	2.03	80.20	90.61
20	87.41	1.69	84.26	90.86
30	88.97	1.56	83.76	90.86
40	89.59	1.55	84.77	92.89
50	90.54	1.42	87.82	92.89
60	90.99	1.23	88.32	93.65
70	91.34	1.28	88.83	94.16
80	91.92	1.44	87.82	94.42
90	91.95	1.49	88.32	94.67
100	92.20	1.44	88.83	95.43
110	92.29	1.39	88.83	95.18
120	92.71	1.44	88.83	95.18
130	92.41	1.47	88.83	94.42
140	92.76	1.31	89.34	95.69
150	92.50	1.20	89.85	95.18
