spc	meanAcc	stdAcc	minAcc	maxAcc
1	67.40	6.12	50.00	78.17
10	82.74	2.42	76.14	88.32
20	85.29	2.10	80.20	89.34
30	86.51	2.13	81.47	90.86
40	87.10	2.12	82.74	91.12
50	87.70	2.03	82.49	92.89
60	87.98	1.76	82.49	92.39
70	88.52	1.98	83.50	92.39
80	88.92	1.87	85.28	92.89
90	89.22	1.71	85.28	93.40
100	89.26	1.78	85.28	93.40
110	89.56	1.89	84.77	93.15
120	89.53	1.69	85.53	93.15
130	89.78	1.74	86.55	93.40
140	90.00	1.78	86.55	94.16
150	90.25	1.63	85.79	94.16
