spc	meanAcc	stdAcc	minAcc	maxAcc
1	76.44	5.63	61.17	84.77
10	89.47	2.04	82.49	92.89
20	91.86	1.70	87.56	94.92
30	92.47	1.78	87.56	95.69
40	93.05	1.62	89.85	96.19
50	93.58	1.42	90.36	96.19
60	93.78	1.47	91.12	96.70
70	94.03	1.46	91.12	97.21
80	94.07	1.43	91.12	96.70
90	94.17	1.52	90.61	96.70
100	94.25	1.43	90.10	97.21
110	94.45	1.50	91.37	96.95
120	94.46	1.25	90.61	96.95
130	94.51	1.32	90.36	96.70
140	94.53	1.38	90.61	97.46
150	94.51	1.35	90.86	97.21
