spc	meanAcc	stdAcc	minAcc	maxAcc
1	75.48	6.80	53.30	85.79
10	90.33	1.83	86.29	94.42
20	92.40	1.62	89.09	95.94
30	93.17	1.63	90.10	97.72
40	93.62	1.36	90.36	96.45
50	94.01	1.38	90.36	96.95
60	94.12	1.44	90.61	97.72
70	94.80	1.29	91.62	97.21
80	94.69	1.18	91.88	97.72
90	94.88	1.41	91.88	97.72
100	94.94	1.45	91.12	97.97
110	95.23	1.27	92.39	97.97
120	95.22	1.26	92.89	98.73
130	95.08	1.32	92.39	97.72
140	95.03	1.29	91.62	97.72
150	95.01	1.24	92.39	97.72
