spc	meanAcc	stdAcc	minAcc	maxAcc
1	75.86	6.91	56.85	87.06
10	90.00	2.01	84.77	93.65
20	91.99	1.53	87.56	94.67
30	92.71	1.44	89.34	95.43
40	93.11	1.32	89.85	95.69
50	93.49	1.32	89.85	96.19
60	93.80	1.33	90.86	96.19
70	94.04	1.35	90.10	96.19
80	94.28	1.22	90.86	96.45
90	94.29	1.20	91.62	96.45
100	94.36	1.21	91.62	96.70
110	94.41	1.32	90.36	96.70
120	94.56	1.23	91.88	96.95
130	94.35	1.26	91.88	97.21
140	94.55	1.21	91.12	96.70
150	94.47	1.21	91.62	96.95
