spc	meanAcc	stdAcc	minAcc	maxAcc
1	68.37	7.46	43.91	80.96
10	84.23	2.36	78.17	90.10
20	87.36	1.87	83.50	91.37
30	88.02	1.82	81.47	90.86
40	89.08	1.98	84.26	92.39
50	89.54	1.80	84.52	92.13
60	89.97	1.96	84.26	93.91
70	90.13	2.11	82.74	93.65
80	90.59	1.95	84.26	94.16
90	91.04	2.03	85.79	94.67
100	91.20	2.00	85.53	94.42
110	91.22	2.03	85.53	95.18
120	91.45	1.70	87.31	95.18
130	91.19	1.90	86.04	94.42
140	91.31	1.86	86.55	95.43
150	91.51	1.88	86.29	94.67
