spc	meanAcc	stdAcc	minAcc	maxAcc
1	68.07	5.44	57.11	78.93
10	85.74	2.35	79.44	91.12
20	87.98	1.94	82.49	90.86
30	89.85	1.46	86.04	93.15
40	90.80	1.73	86.55	93.91
50	91.35	1.64	86.55	94.42
60	91.93	1.50	87.82	95.18
70	92.28	1.57	87.56	94.92
80	92.58	1.32	89.09	94.67
90	92.74	1.41	89.59	95.69
100	92.98	1.48	88.83	96.95
110	93.02	1.63	88.58	96.19
120	93.33	1.51	89.34	97.46
130	93.47	1.28	90.61	95.94
140	93.35	1.10	90.86	96.70
150	93.40	1.45	89.34	96.95
