spc	meanAcc	stdAcc	minAcc	maxAcc
1	61.58	10.18	35.53	83.25
10	86.81	2.60	80.71	92.39
20	90.19	2.05	83.50	95.43
30	91.53	2.00	84.77	94.67
40	92.44	1.71	87.82	95.94
50	93.26	1.65	88.83	96.45
60	93.71	1.74	88.58	97.21
70	93.89	1.61	89.59	96.70
80	94.21	1.73	90.10	97.72
90	94.53	1.70	90.86	97.97
100	94.53	1.57	89.85	97.21
110	95.03	1.58	90.86	98.22
120	95.17	1.53	91.37	97.97
130	94.89	1.62	90.86	97.97
140	95.15	1.49	91.88	97.97
150	95.14	1.36	92.64	98.22
