spc	meanAcc	stdAcc	minAcc	maxAcc
1	90.65	4.90	66.75	95.18
10	95.72	0.92	93.15	97.21
20	96.07	0.91	91.88	97.21
30	96.35	0.72	94.16	97.46
40	96.48	0.58	95.18	97.72
50	96.62	0.69	94.42	97.97
60	96.62	0.52	95.43	97.72
70	96.80	0.69	94.42	97.97
80	96.81	0.62	95.43	97.97
90	96.85	0.64	95.43	97.97
100	96.86	0.66	95.18	98.48
110	96.84	0.60	95.18	97.97
120	96.82	0.59	95.69	97.72
130	96.86	0.56	95.69	97.97
140	96.82	0.65	94.92	98.22
150	96.90	0.59	95.43	97.97
