spc	meanAcc	stdAcc	minAcc	maxAcc
1	76.31	7.05	61.17	88.83
10	90.86	1.69	86.29	94.16
20	93.32	1.12	91.12	95.18
30	94.30	1.01	92.39	96.19
40	94.71	1.01	92.39	96.70
50	94.98	0.86	92.64	96.70
60	95.18	0.93	93.40	96.95
70	95.49	0.82	93.65	96.70
80	95.47	0.85	93.91	97.46
90	95.70	0.69	94.16	97.21
100	95.78	0.81	93.91	97.46
110	95.85	0.74	94.16	97.46
120	95.83	0.72	94.67	97.46
130	95.71	0.78	93.65	97.97
140	95.76	0.78	93.91	97.72
150	95.73	0.73	94.16	97.46
