spc	meanAcc	stdAcc	minAcc	maxAcc
1	67.08	7.84	45.69	81.73
10	86.10	2.13	80.20	90.36
20	88.62	1.95	84.26	91.88
30	89.78	1.76	86.29	93.91
40	90.84	1.60	86.55	94.42
50	91.66	1.45	89.09	94.42
60	91.83	1.40	88.83	94.92
70	92.32	1.20	89.85	94.92
80	92.69	1.30	90.36	95.94
90	92.76	1.33	89.59	95.43
100	93.16	1.30	89.59	95.94
110	93.15	1.16	89.59	95.94
120	93.41	1.16	91.37	95.94
130	93.10	1.19	90.10	95.94
140	93.39	1.22	90.36	95.69
150	93.32	1.22	90.10	95.69
