spc	meanAcc	stdAcc	minAcc	maxAcc
1	46.92	8.18	28.68	63.96
10	68.80	4.77	56.85	78.17
20	75.71	4.85	62.44	84.01
30	78.40	4.58	63.20	87.31
40	80.20	3.96	68.02	88.07
50	81.51	4.01	69.80	90.36
60	82.67	3.97	71.57	89.59
70	83.24	3.77	72.84	91.62
80	84.08	3.96	73.60	92.13
90	84.69	3.97	74.37	92.64
100	85.44	3.74	73.86	92.39
110	85.58	3.96	73.35	93.91
120	85.80	3.77	76.14	92.64
130	86.30	3.65	76.14	93.40
140	86.48	3.56	77.41	92.89
150	86.86	3.75	76.65	93.15
