spc	meanAcc	stdAcc	minAcc	maxAcc
1	81.82	5.83	64.21	89.59
10	92.85	1.86	87.82	96.19
20	94.93	1.16	91.37	97.72
30	95.86	1.04	92.39	97.97
40	96.42	0.76	94.16	97.72
50	96.41	0.76	94.67	97.72
60	96.74	0.75	94.92	97.97
70	96.99	0.72	94.67	98.22
80	97.10	0.75	94.92	98.22
90	97.27	0.75	95.18	98.98
100	97.49	0.54	96.19	98.48
110	97.43	0.67	95.94	98.73
120	97.48	0.65	95.43	98.48
130	97.29	0.61	95.69	98.48
140	97.33	0.73	95.43	98.73
150	97.35	0.62	95.69	98.48
