spc	meanAcc	stdAcc	minAcc	maxAcc
1	79.05	6.68	55.33	90.86
10	91.88	1.72	86.04	95.18
20	93.28	1.39	90.10	95.94
30	93.92	0.96	91.12	95.69
40	94.51	0.88	92.13	96.19
50	94.79	1.04	92.13	96.95
60	94.96	1.05	92.64	96.70
70	95.26	1.02	92.64	97.46
80	95.37	1.03	92.64	97.46
90	95.53	1.09	92.89	97.46
100	95.81	0.95	93.15	97.46
110	95.62	0.96	93.15	97.46
120	95.71	0.99	93.40	97.46
130	95.57	0.94	92.89	97.21
140	95.69	0.99	93.40	97.46
150	95.72	0.79	93.91	97.21
