spc	meanAcc	stdAcc	minAcc	maxAcc
1	60.99	9.00	34.01	76.40
10	80.89	2.64	74.87	85.53
20	83.12	2.29	77.92	89.59
30	84.46	2.36	78.93	89.59
40	85.21	2.29	80.46	89.09
50	86.07	2.13	80.71	90.36
60	86.19	2.27	81.22	90.61
70	87.03	2.32	81.47	91.12
80	87.22	2.15	82.23	91.12
90	87.42	2.29	79.95	90.86
100	87.74	2.00	81.98	91.37
110	88.03	2.06	82.23	91.12
120	88.58	1.97	82.49	92.39
130	88.45	1.85	82.99	91.88
140	88.69	1.94	84.01	92.13
150	88.72	1.94	83.25	92.13
