spc	meanAcc	stdAcc	minAcc	maxAcc
1	67.67	6.26	51.02	78.17
10	84.64	2.66	77.16	89.59
20	87.73	2.31	80.46	92.39
30	88.58	1.95	82.49	91.37
40	89.73	2.24	84.26	94.42
50	90.39	2.02	83.76	93.65
60	90.92	1.81	85.79	93.91
70	91.34	1.78	85.79	94.16
80	91.50	1.99	84.52	94.16
90	91.70	1.98	85.03	94.67
100	91.91	1.87	86.29	94.42
110	92.09	1.87	87.06	95.18
120	92.50	1.77	86.55	95.18
130	92.54	1.72	86.04	95.69
140	92.13	1.84	86.04	94.67
150	92.45	1.70	87.82	95.43
