spc	meanAcc	stdAcc	minAcc	maxAcc
1	41.40	8.55	21.57	56.85
10	64.11	5.23	49.75	73.86
20	70.75	4.75	59.90	79.19
30	73.74	4.40	64.21	82.74
40	75.24	4.07	68.02	83.50
50	76.87	4.16	68.27	85.03
60	78.52	3.55	71.83	84.26
70	79.17	3.66	72.08	84.77
80	79.96	3.32	73.35	86.29
90	80.58	3.61	72.84	86.80
100	81.32	3.25	74.87	88.07
110	81.76	3.42	75.63	87.56
120	82.32	3.16	76.90	88.83
130	82.78	3.24	76.14	88.83
140	83.03	3.53	75.13	89.09
150	83.78	2.90	78.17	89.09
