spc	meanAcc	stdAcc	minAcc	maxAcc
1	75.24	6.95	45.69	84.52
10	90.42	1.85	84.01	93.15
20	92.12	1.35	89.85	95.43
30	92.91	1.36	89.85	95.69
40	93.43	1.15	90.36	95.69
50	93.73	1.17	90.61	96.19
60	93.87	1.06	91.62	95.94
70	94.13	1.19	91.62	96.45
80	94.13	1.01	92.39	96.45
90	94.23	1.17	91.37	96.45
100	94.32	1.04	91.37	96.45
110	94.48	1.15	91.62	96.95
120	94.60	1.12	92.13	97.21
130	94.44	1.02	92.13	96.45
140	94.53	1.06	92.39	96.45
150	94.61	1.03	91.37	96.45
