spc	meanAcc	stdAcc	minAcc	maxAcc
1	64.83	6.41	47.72	77.41
10	84.29	2.32	78.93	88.58
20	86.18	2.07	79.44	90.36
30	87.42	2.01	82.23	91.37
40	88.39	1.82	84.26	92.13
50	89.10	1.77	84.77	92.39
60	89.57	1.97	84.52	93.91
70	90.02	1.97	84.77	94.92
80	90.30	1.72	84.77	94.16
90	90.66	1.84	85.28	94.67
100	90.86	1.72	86.04	94.42
110	90.89	1.93	86.29	94.67
120	91.22	1.67	86.29	94.16
130	91.39	1.96	84.77	95.43
140	91.59	1.71	87.56	95.43
150	91.82	2.05	84.77	95.43
