spc	meanAcc	stdAcc	minAcc	maxAcc
1	84.33	6.84	64.97	93.65
10	91.01	6.78	64.97	96.19
20	92.95	5.32	70.30	97.72
30	94.28	4.16	77.16	98.48
40	95.06	4.07	75.13	98.48
50	95.56	3.35	78.43	98.22
60	95.83	3.05	81.47	98.22
70	95.96	2.61	83.76	98.22
80	96.01	3.01	82.74	98.73
90	96.29	2.65	83.50	98.48
100	96.43	2.90	81.47	98.73
110	96.38	2.95	81.98	98.98
120	96.16	3.29	79.70	98.48
130	96.25	3.40	81.22	99.24
140	96.38	2.47	84.52	98.48
150	96.32	2.54	84.77	98.73
