spc	meanAcc	stdAcc	minAcc	maxAcc
1	60.96	8.39	26.14	74.87
10	79.86	2.74	72.34	85.28
20	82.30	1.87	76.14	86.04
30	83.82	1.96	78.93	87.31
40	84.20	1.83	78.17	87.06
50	85.02	1.85	78.68	88.32
60	85.19	1.61	79.95	87.56
70	85.42	1.84	80.20	89.34
80	85.92	1.63	80.20	88.32
90	86.12	1.83	79.44	89.34
100	86.57	1.68	80.96	90.10
110	86.68	1.66	81.22	89.85
120	86.85	1.72	81.22	89.34
130	86.87	1.74	80.71	90.10
140	87.22	1.84	81.22	91.62
150	87.49	1.60	82.49	90.36
