spc	meanAcc	stdAcc	minAcc	maxAcc
1	75.81	8.39	44.67	88.83
10	90.97	2.13	83.50	95.18
20	92.98	1.33	90.10	95.94
30	93.67	1.28	90.61	95.69
40	94.24	1.41	91.37	96.95
50	94.61	1.17	91.62	96.70
60	94.86	1.18	91.62	96.95
70	95.14	1.09	92.39	96.95
80	95.44	1.09	92.89	97.46
90	95.61	1.00	92.89	97.46
100	95.86	0.91	94.16	97.72
110	95.86	0.99	93.15	98.22
120	95.82	1.00	93.91	97.97
130	95.69	1.04	92.89	97.72
140	95.61	1.18	93.15	98.22
150	95.77	1.19	92.89	97.97
