spc	meanAcc	stdAcc	minAcc	maxAcc
1	56.50	8.96	40.10	72.34
10	76.38	3.42	69.29	83.50
20	80.53	3.32	70.81	86.04
30	81.98	2.74	73.60	87.31
40	83.03	2.87	75.13	89.09
50	83.93	2.58	77.66	89.09
60	84.54	2.91	77.16	91.37
70	85.19	2.85	77.66	91.37
80	85.43	2.87	79.44	92.64
90	85.85	3.03	78.93	92.64
100	86.26	2.90	78.93	92.13
110	86.55	2.73	81.22	91.88
120	86.88	2.82	80.71	93.91
130	87.02	2.96	79.19	92.89
140	87.19	2.81	80.46	93.15
150	87.43	2.63	80.46	92.89
