spc	meanAcc	stdAcc	minAcc	maxAcc
1	58.82	8.94	36.80	73.60
10	76.78	3.43	70.30	81.73
20	79.79	2.33	74.87	84.77
30	81.23	2.57	72.59	85.03
40	81.91	2.23	76.14	86.80
50	82.85	2.13	78.17	87.06
60	83.09	2.00	78.17	86.29
70	83.50	1.86	79.19	87.56
80	83.72	2.09	78.17	86.80
90	83.90	2.18	78.93	89.09
100	84.32	1.90	80.20	88.07
110	84.45	2.09	80.46	88.58
120	84.87	2.06	79.70	89.34
130	84.85	2.28	80.20	90.86
140	84.96	2.23	79.70	89.34
150	85.25	2.10	79.95	89.85
