spc	meanAcc	stdAcc	minAcc	maxAcc
1	89.71	4.85	74.62	95.43
10	95.14	2.11	82.49	96.70
20	95.77	1.08	91.62	97.72
30	96.15	0.87	91.88	97.46
40	96.38	0.74	93.91	97.72
50	96.56	0.70	94.42	97.72
60	96.58	0.58	94.67	97.72
70	96.76	0.60	95.43	97.97
80	96.79	0.63	94.42	98.22
90	96.87	0.67	94.42	98.22
100	96.92	0.63	94.92	97.97
110	96.94	0.76	94.67	98.48
120	96.89	0.66	95.18	98.22
130	96.92	0.89	93.40	98.48
140	96.93	0.69	94.67	98.48
150	96.89	0.76	94.42	98.22
