spc	meanAcc	stdAcc	minAcc	maxAcc
1	68.23	9.31	45.94	83.76
10	86.72	3.45	71.83	92.39
20	89.03	2.86	76.14	93.15
30	90.68	2.40	82.23	94.16
40	91.55	2.26	84.01	95.18
50	92.10	2.34	84.01	94.92
60	92.49	2.31	85.53	95.43
70	92.80	2.09	84.52	95.69
80	93.14	1.94	86.29	95.69
90	93.39	2.12	86.04	95.94
100	93.66	1.86	86.04	96.19
110	93.94	1.73	88.07	96.45
120	93.79	1.94	86.04	96.45
130	94.08	1.74	86.80	96.19
140	94.20	1.81	87.31	96.45
150	94.08	1.80	87.56	96.95
