spc	meanAcc	stdAcc	minAcc	maxAcc
1	67.83	8.14	48.73	84.26
10	86.69	2.09	81.47	92.39
20	89.44	1.59	85.79	93.91
30	90.46	1.83	86.04	96.19
40	91.31	1.84	87.06	94.92
50	92.12	1.73	88.58	95.94
60	92.64	1.71	89.34	96.70
70	92.90	1.44	90.10	96.19
80	93.26	1.56	90.36	96.95
90	93.16	1.69	88.83	96.19
100	93.37	1.65	89.85	97.21
110	93.64	1.60	89.85	96.70
120	93.83	1.64	90.36	96.70
130	93.70	1.50	90.10	96.45
140	93.71	1.53	90.36	96.70
150	93.99	1.68	90.10	97.46
