spc	meanAcc	stdAcc	minAcc	maxAcc
1	66.22	6.13	50.51	75.38
10	84.06	7.71	56.85	91.37
20	89.14	5.38	69.54	93.91
30	91.52	3.65	77.41	95.69
40	92.13	3.18	80.71	95.69
50	92.90	2.72	82.99	96.19
60	93.10	2.74	82.99	96.19
70	93.67	2.19	85.53	96.45
80	93.80	2.14	86.80	96.45
90	93.92	2.58	84.52	96.70
100	94.05	2.51	84.52	96.19
110	94.18	2.64	84.77	96.45
120	93.79	3.02	82.23	96.19
130	93.86	3.14	81.47	96.45
140	93.53	3.53	80.71	96.19
150	93.57	3.59	80.20	96.70
