spc	meanAcc	stdAcc	minAcc	maxAcc
1	90.17	5.47	69.04	95.94
10	95.75	1.63	87.06	97.72
20	96.41	1.20	90.36	97.97
30	96.77	1.14	90.10	98.22
40	96.91	0.90	92.64	98.48
50	97.03	0.70	94.16	98.48
60	97.15	0.67	95.43	98.48
70	97.10	0.64	95.18	98.48
80	97.31	0.74	94.67	98.73
90	97.27	0.64	95.69	98.73
100	97.47	0.59	95.69	98.73
110	97.37	0.61	95.43	98.48
120	97.35	0.58	95.69	98.22
130	97.23	0.72	95.43	98.98
140	97.40	0.60	95.43	98.98
150	97.29	0.68	95.94	98.73
