spc	meanAcc	stdAcc	minAcc	maxAcc
1	82.82	9.05	48.22	93.40
10	93.99	2.32	79.95	96.70
20	94.94	1.97	82.49	97.21
30	95.58	1.61	86.55	97.97
40	95.80	1.17	90.36	97.97
50	96.02	1.42	89.34	98.48
60	96.02	1.38	89.34	98.98
70	96.27	1.17	91.88	98.22
80	96.21	1.44	89.09	98.22
90	96.36	1.08	93.40	98.22
100	96.55	1.12	94.16	98.73
110	96.51	1.06	93.91	98.98
120	96.62	1.08	92.89	98.73
130	96.61	1.06	93.65	98.73
140	96.66	1.13	92.39	98.48
150	96.38	1.36	90.36	98.73
