spc	meanAcc	stdAcc	minAcc	maxAcc
1	66.22	7.33	47.72	83.25
10	86.44	2.69	74.87	90.86
20	89.24	2.30	81.22	94.16
30	91.01	2.06	82.74	95.94
40	91.93	1.74	87.82	96.19
50	92.50	1.91	87.82	95.94
60	93.02	1.68	88.58	96.19
70	93.31	1.68	88.58	96.45
80	93.85	1.70	88.83	96.70
90	94.08	1.66	89.09	96.70
100	94.42	1.68	89.34	96.95
110	94.61	1.66	90.10	97.46
120	94.30	1.70	90.10	97.72
130	94.38	1.51	90.10	96.95
140	94.56	1.53	90.10	97.46
150	94.49	1.61	90.86	96.95
