threshold		fpr		tpr
0.9999998212	0.0000000000	0.0002803476
0.9999997616	0.0000000000	0.0008410429
0.9999996424	0.0000000000	0.0011213905
0.9999994636	0.0000000000	0.0019624334
0.9999992251	0.0000000000	0.0022427810
0.9999989271	0.0000000000	0.0028034763
0.9999986887	0.0000000000	0.0036445192
0.9999986291	0.0000000000	0.0042052145
0.9999967813	0.0000000000	0.0058873003
0.9999958277	0.0000000000	0.0064479955
0.9999942780	0.0000000000	0.0084104289
0.9999940991	0.0000000000	0.0089711242
0.9999888539	0.0000000000	0.0131763387
0.9999881387	0.0000000000	0.0137370339
0.9999792576	0.0000000000	0.0182225960
0.9999786615	0.0000000000	0.0187832913
0.9999768734	0.0000000000	0.0201850294
0.9999746680	0.0000000000	0.0218671152
0.9999471307	0.0000000000	0.0308382394
0.9999465346	0.0000000000	0.0313989347
0.9999448657	0.0000000000	0.0316792823
0.9999443293	0.0000000000	0.0322399776
0.9998708367	0.0000000000	0.0448556210
0.9998686314	0.0000000000	0.0454163162
0.9997883439	0.0000000000	0.0583123073
0.9997879267	0.0000000000	0.0591533502
0.9997497201	0.0000000000	0.0641996075
0.9997494817	0.0000000000	0.0647603028
0.9984779358	0.0000000000	0.1275581721
0.9984729886	0.0002836879	0.1275581721
0.9979740977	0.0002836879	0.1469021587
0.9979660511	0.0005673759	0.1469021587
0.9976127744	0.0005673759	0.1544715447
0.9976056814	0.0008510638	0.1544715447
0.9974132180	0.0008510638	0.1592374544
0.9973804951	0.0011347518	0.1592374544
0.9968906045	0.0011347518	0.1690496215
0.9968904257	0.0014184397	0.1690496215
0.9960717559	0.0014184397	0.1847490889
0.9960584044	0.0014184397	0.1853097841
0.9959789515	0.0014184397	0.1864311747
0.9959633350	0.0014184397	0.1869918699
0.9958872795	0.0014184397	0.1881132604
0.9958823323	0.0017021277	0.1881132604
0.9934050441	0.0017021277	0.2248388001
0.9933793545	0.0019858156	0.2248388001
0.9925488830	0.0019858156	0.2335295767
0.9925321937	0.0019858156	0.2340902719
0.9922963977	0.0019858156	0.2357723577
0.9922882915	0.0019858156	0.2363330530
0.9895980358	0.0019858156	0.2635267732
0.9895839095	0.0022695035	0.2635267732
0.9892958403	0.0022695035	0.2660499019
0.9892157912	0.0028368794	0.2660499019
0.9856165648	0.0028368794	0.2921222316
0.9854960442	0.0031205674	0.2921222316
0.9852097034	0.0031205674	0.2932436221
0.9851922989	0.0034042553	0.2932436221
0.9850163460	0.0034042553	0.2960470984
0.9849129915	0.0036879433	0.2960470984
0.9842767715	0.0036879433	0.3019343987
0.9842603207	0.0039716312	0.3019343987
0.9829609394	0.0039716312	0.3131483039
0.9829319119	0.0042553191	0.3131483039
0.9815587401	0.0042553191	0.3229604710
0.9815549254	0.0045390071	0.3229604710
0.9800456762	0.0045390071	0.3294084665
0.9800052643	0.0048226950	0.3294084665
0.9779821038	0.0048226950	0.3411830670
0.9779242873	0.0051063830	0.3411830670
0.9754295945	0.0051063830	0.3535183628
0.9753915071	0.0051063830	0.3540790580
0.9725435972	0.0051063830	0.3692178301
0.9724879265	0.0053900709	0.3692178301
0.9707675576	0.0053900709	0.3773479114
0.9706728458	0.0056737589	0.3773479114
0.9689881802	0.0056737589	0.3854779927
0.9688718915	0.0059574468	0.3854779927
0.9665693045	0.0059574468	0.3936080740
0.9661351442	0.0065248227	0.3936080740
0.9630062580	0.0065248227	0.4062237174
0.9629754424	0.0068085106	0.4062237174
0.9607346058	0.0068085106	0.4149144940
0.9606639147	0.0070921986	0.4149144940
0.9591651559	0.0070921986	0.4188393608
0.9591299295	0.0073758865	0.4188393608
0.9568616152	0.0073758865	0.4283711803
0.9568454623	0.0076595745	0.4283711803
0.9537721872	0.0076595745	0.4356602187
0.9537611604	0.0079432624	0.4356602187
0.9530605078	0.0079432624	0.4367816092
0.9528702497	0.0082269504	0.4367816092
0.9526305199	0.0082269504	0.4373423045
0.9526187778	0.0085106383	0.4373423045
0.9514331222	0.0085106383	0.4407064760
0.9513043761	0.0087943262	0.4407064760
0.9487643838	0.0087943262	0.4485562097
0.9486821294	0.0090780142	0.4485562097
0.9458525181	0.0090780142	0.4578076815
0.9458429217	0.0093617021	0.4578076815
0.9451887608	0.0093617021	0.4592094197
0.9451134801	0.0096453901	0.4592094197
0.9438511133	0.0096453901	0.4628539389
0.9438208342	0.0099290780	0.4628539389
0.9436341524	0.0099290780	0.4636949818
0.9435036182	0.0102127660	0.4636949818
0.9418210983	0.0102127660	0.4679001962
0.9416800737	0.0107801418	0.4679001962
0.9371812940	0.0107801418	0.4793944491
0.9371609092	0.0110638298	0.4793944491
0.9360811710	0.0110638298	0.4830389683
0.9360230565	0.0113475177	0.4830389683
0.9320015907	0.0113475177	0.4920100925
0.9320009351	0.0116312057	0.4920100925
0.9314677119	0.0116312057	0.4931314830
0.9313993454	0.0119148936	0.4931314830
0.9298053980	0.0119148936	0.4964956546
0.9296656251	0.0121985816	0.4964956546
0.9260460138	0.0121985816	0.5074292122
0.9259210229	0.0127659574	0.5074292122
0.9232252836	0.0127659574	0.5141575554
0.9231920838	0.0130496454	0.5141575554
0.9225590229	0.0130496454	0.5155592935
0.9222772121	0.0133333333	0.5155592935
0.9167681336	0.0133333333	0.5245304177
0.9167621732	0.0136170213	0.5245304177
0.9121087193	0.0136170213	0.5320998038
0.9119987488	0.0139007092	0.5320998038
0.9110593200	0.0139007092	0.5337818895
0.9107002020	0.0141843972	0.5337818895
0.9104388952	0.0141843972	0.5340622372
0.9104225636	0.0144680851	0.5340622372
0.9104221463	0.0144680851	0.5346229324
0.9103196859	0.0144680851	0.5351836277
0.9102762341	0.0147517730	0.5351836277
0.9083656073	0.0147517730	0.5382674516
0.9083074331	0.0150354610	0.5382674516
0.9078910947	0.0150354610	0.5385477993
0.9078128338	0.0153191489	0.5385477993
0.9073820710	0.0153191489	0.5407905803
0.9070546031	0.0156028369	0.5407905803
0.9062968493	0.0156028369	0.5424726661
0.9062036276	0.0158865248	0.5424726661
0.9053277969	0.0158865248	0.5441547519
0.9051738381	0.0161702128	0.5441547519
0.9047743678	0.0161702128	0.5444350995
0.9045374990	0.0164539007	0.5444350995
0.9040722251	0.0164539007	0.5455564900
0.9036220908	0.0167375887	0.5455564900
0.8986644149	0.0167375887	0.5522848332
0.8985594511	0.0170212766	0.5522848332
0.8979834318	0.0170212766	0.5534062237
0.8979337215	0.0173049645	0.5534062237
0.8971865177	0.0173049645	0.5550883095
0.8971769810	0.0175886525	0.5550883095
0.8948293328	0.0175886525	0.5606952621
0.8947466612	0.0178723404	0.5606952621
0.8943498135	0.0178723404	0.5615363050
0.8943361640	0.0181560284	0.5615363050
0.8942035437	0.0181560284	0.5623773479
0.8940988779	0.0184397163	0.5623773479
0.8927390575	0.0184397163	0.5643397813
0.8926925659	0.0187234043	0.5643397813
0.8925034404	0.0187234043	0.5646201290
0.8923093677	0.0190070922	0.5646201290
0.8915693164	0.0190070922	0.5657415195
0.8913376331	0.0195744681	0.5657415195
0.8891717792	0.0195744681	0.5696663863
0.8886647820	0.0198581560	0.5696663863
0.8874078989	0.0198581560	0.5713484721
0.8873099685	0.0201418440	0.5713484721
0.8868502975	0.0201418440	0.5721895150
0.8868151307	0.0204255319	0.5721895150
0.8792672157	0.0204255319	0.5834034202
0.8792424202	0.0207092199	0.5834034202
0.8784254789	0.0207092199	0.5848051584
0.8783529401	0.0209929078	0.5848051584
0.8761170506	0.0209929078	0.5884496776
0.8760596514	0.0212765957	0.5884496776
0.8744769692	0.0212765957	0.5920941968
0.8738216162	0.0215602837	0.5920941968
0.8718654513	0.0215602837	0.5946173255
0.8714368939	0.0218439716	0.5946173255
0.8698975444	0.0218439716	0.5968601065
0.8698448539	0.0221276596	0.5968601065
0.8676604033	0.0221276596	0.6007849734
0.8673658967	0.0229787234	0.6007849734
0.8669021726	0.0229787234	0.6019063639
0.8667262793	0.0232624113	0.6019063639
0.8635681272	0.0232624113	0.6055508831
0.8634337187	0.0235460993	0.6055508831
0.8631885648	0.0235460993	0.6058312307
0.8629558682	0.0238297872	0.6058312307
0.8626301289	0.0238297872	0.6061115784
0.8625484109	0.0241134752	0.6061115784
0.8609222174	0.0241134752	0.6083543594
0.8609156013	0.0243971631	0.6083543594
0.8607792258	0.0243971631	0.6089150547
0.8607594967	0.0246808511	0.6089150547
0.8588184118	0.0246808511	0.6128399215
