threshold		meanRecall		stdRecall		aBO		stdBO
0.0		23.4		35.3		0.49		0.23
0.01		14.5		28.1		0.44		0.23
0.05		0.0		0.0		-0.22		0.45
0.1		0.0		0.0		-1.00		0.00
